F_CdSiteHy;X;Y;25/05/2012;25/06/2012;25/07/2012;25/08/2012;25/09/2012;25/05/2013;25/06/2013;25/07/2013;25/08/2013;25/09/2013;25/05/2014;25/06/2014;25/07/2014;25/08/2014;25/09/2014;25/05/2015;25/06/2015;25/07/2015;25/08/2015;25/09/2015;25/05/2016;25/06/2016;25/07/2016;25/08/2016;25/09/2016;25/10/2016;25/11/2016
B2030001;910076.7463;6829275.448;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;NA;NA
B2052011;900250.5912;6837147.182;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B2200001;883474.1;6848896.5;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B2240001;891116.4578;6877534.299;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B2300001;880158.3242;6877278.16;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B2340001;880161;6890306.5;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B3160001;848163.9202;6937170.955;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1;0;1;NA;NA
B3160002;849144.3;6935090.5;1;1;1;0;1;1;1;0;0;0;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;NA;NA
B3220001;845290.4918;6940248.148;1;1;1;1;0;1;1;1;0;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;NA;NA
B4110001;900384.2779;6918593.413;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B4132011;895016.7;6922664;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;NA;NA
B4312011;899655.9895;6910021.334;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;NA;NA
B4312012;895853.4106;6914130.938;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;NA;NA
B4410001;871989.0581;6945925.39;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B4510001;885343.9572;6918010.791;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;NA;NA
B4540001;876633.0757;6914591.245;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;NA;NA
B4670001;847736.6732;6955846.823;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B5110001;841018.7192;6933012.516;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B5130001;830867.2279;6935456.085;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B5140001;821159.1956;6946088.951;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
B5160001;825680.979;6947897.61;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;NA;NA
B5200001;826957.0688;6953151.133;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B5200002;829740.4813;6957859.348;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;NA;NA
B5560001;811066.1838;6961066.608;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B5610001;832223.5983;6970403.379;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;0;0;0;1;1;1;0;0;NA;NA
B6100001;832758.6801;6979531.608;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B7000011;824953.6341;6980249.206;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B7020001;817344.7165;6977457.463;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
B7100001;807762.0127;6982462.666;1;1;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;NA;NA
B7400001;829585.4442;7007346.945;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;NA;NA
D0000001;751323.287;6993281.979;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
D0110001;752780.825;6999717.137;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA;NA
D0137051;770857.2091;6995741.164;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
D0137052;774780.8526;6991421.163;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
D0158501;784344.2044;7002849.412;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA;NA
D0158502;765797;7008457.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
D0206021;776201.5216;7009968.104;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E1280001;722130.8298;7000294.355;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E1310001;727014.7269;7011418.764;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E1566011;693185.7078;7016950.171;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E1727511;739689.7602;7002670.925;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E1766011;746679.1125;7013103.045;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E1766012;741497.9;7008027;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E1766013;747272.2055;7017654.079;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E1827021;750177.8;7019346.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E1827022;760324.8318;7023791.814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E1827023;772108.7511;7025732.024;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E1840001;744343.4;7040582;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E1840002;734611.521;7044709.793;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E2010001;673008.1;7022452;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E2010002;668278.6;7027964;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E2330001;708478.5;7040949.5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA;NA
E2366610;728734.6142;7034630.508;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E2377211;716871.2468;7043070.269;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E2377212;724004.7;7045698;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E3010001;679342.0606;7032920.521;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E3346021;714251;7048659.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E3518511;637229.4;7047198;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E3611211;652476.6552;7062836.085;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E3646281;655837.0613;7043376.739;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E3658511;666497.2447;7072021.986;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E3658512;675231.9;7064646;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E3666011;690296.5;7060520;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;1;0;0;1;1;1;0;NA;NA;NA
E3666012;678803.1;7064621;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E3666013;680472.1964;7073763.193;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E3666014;679542.94;7046843.543;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E3666015;670897.1558;7036420.95;1;0;0;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;1;1;1;1;0;NA;NA
E4036531;651873.9;7072592.5;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
E4036532;628076.7591;7054313.718;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E4070001;641207.3;7081257.5;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
E4100001;636046.0607;7084154.811;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E4100002;635416.0345;7081852.831;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;NA;NA
E4100003;622394.842;7076981.086;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E4110001;634978.2124;7085716.049;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E4110002;626981.6;7084976;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E4110003;631900.3;7083046.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E4196011;623266.9;7085902.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E4196012;618866.1133;7089837.462;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E4907010;662629.6;7087515;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E4909410;672229.9;7086606.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E4909411;661814.2;7089455;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA
E5108211;615521.3179;7077581.491;1;1;1;0;1;1;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;1;1;1;1;NA;NA
E5205711;616347.3108;7073475.725;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E5300211;624623.8;7067909;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E5300212;612590.1;7061926.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E5390001;601348.1;7055791.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E5406511;625366.9;7041116;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E5406512;651637.7623;7031235.107;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;NA;NA
E5406513;658981.3365;7021693;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;NA;NA
E5410002;618941.4;7042845;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E5410003;608176.6;7045481;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E5505721;630027.5;7020814.5;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E5505722;651346.8;7005498.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E5505723;660123.8741;7012546.312;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E5505724;665101.0086;7003272.711;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6070001;726410.322;6978020.247;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6130001;702920.5476;6957476.018;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6150001;690763.3941;6962402.04;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6351421;704524.6363;6965724.213;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6351422;697333.0161;6987509.89;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6351423;705303.4324;6973711.846;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6351424;703396.6152;6982104.165;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6386071;676843.0852;6997223.671;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6397031;662681.9693;6989613.889;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6407541;689823.6743;6950438.126;1;0;0;0;0;1;1;0;1;NA;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;NA;NA
E6407542;668071.5356;6947933.643;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6407543;671159.1434;6969404.979;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6407544;652000.818;6954459.043;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6407545;684606.918;6955199.868;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6426011;625618.8196;6958787.768;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6426012;640072.6501;6957015.041;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6456511;637873.8616;6997233.518;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6456512;644867.6227;6993752.592;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6456513;623227.3244;6983302.555;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6456514;644831.6419;6998143.706;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6456515;631568.9847;6979434.715;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6470911;618574.3986;6993355.519;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6480932;619490.3336;7005411.212;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6480933;621856.7;7004260;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6498316;620343.3918;7017456.576;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6498317;611780.4042;7013692.01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6498318;606374.6563;7019459.097;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
E6498319;607853.5325;6997228.13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F0100001;817326.4;6750600;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F0100002;814353.5674;6755912.568;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F0110001;816001.981;6758882.658;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F0410001;839626.0619;6731096.972;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F0500001;805900.4581;6778301.072;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F0520001;796765.8063;6776813.153;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;NA;NA
F0730001;783866.6688;6790743.691;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F0740001;780089;6789665.976;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F0760001;778946.5544;6792485.325;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F0800001;809868.3013;6793711.675;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F0800002;808870;6793586.976;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;NA;NA
F0820001;802551.3013;6789628.771;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F1000001;852136.1715;6746165.385;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F1140001;838230.0603;6784620.546;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F1170001;827498.6876;6794108.188;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;0;0;NA;NA
F1190001;820566.6988;6793199.085;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;NA;NA
F1200001;838413.8449;6816145.221;1;1;1;0;0;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;NA;NA
F1210001;832424.652;6817916.663;1;1;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;1;NA;NA
F1230001;832116.387;6825919.681;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;NA;NA
F1250001;828937.8362;6812348.688;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F1270001;818274.9012;6812042.267;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;NA;NA
F1270002;817421.3975;6813791.277;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F1310001;803982.3494;6819919.819;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;NA;NA
F1330001;801030.5699;6807941.081;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;NA;NA
F1340001;795536.1569;6815323.373;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F1370001;802410.3494;6823586.518;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F1410001;800852.9038;6828883.325;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F1410002;803962.593;6840650.893;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F1430001;791171.2531;6837348.723;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F1450001;781742.1444;6835669.518;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;NA;NA
F1510001;782544.0481;6820866.627;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F1560001;766573.1908;6844883.044;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;NA;NA
F1570001;763817.3096;6842979.456;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F2040001;752369.1152;6814920.531;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F2120001;746439.0213;6805462.529;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F2220001;718300.7384;6822362.468;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;NA;NA
F3010001;759553.6;6674857;NA;NA;NA;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;NA;NA
F3020001;767964.5;6679237;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3020002;762964.7;6685300;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3030001;747672.6635;6691783.357;NA;NA;NA;0;0;1;1;1;0;0;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;NA;NA
F3040001;744515.7;6703867.5;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3060001;737988.4;6687095.5;NA;NA;NA;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;NA;NA
F3060002;737872.0787;6682201.802;NA;NA;NA;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA
F3070001;724860.3309;6696288.041;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3090001;748940.6063;6709289.978;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3090002;751523.9059;6715451.6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3100001;784128.3;6675827.5;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3120001;759084.3497;6703737.837;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3140001;777953.1817;6706174.986;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3140002;778502.2313;6705468.801;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3150001;768995.2349;6708826.949;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
F3150002;763833.8;6712362.5;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
F3210001;731297.7;6737160.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3210002;736637.4257;6734039.058;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;NA;NA
F3220001;739672.7394;6751895.522;1;1;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;NA;NA
F3220002;738594.3098;6753740.455;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3230001;800901.3083;6692458.121;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3240001;788242.4583;6701454.268;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3250001;783117.6;6710330;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;NA;NA
F3310001;794771.5929;6717865.816;1;1;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;0;NA;NA
F3320001;818101.3168;6697527.98;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3330001;820460.7111;6707847.048;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3360001;799390.2216;6722934.572;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3400001;793225.1697;6728777.938;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3400002;781203.9884;6754589.32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
F3400003;783334.336;6751352.151;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
